X	mb231e210g_0	mb231e264g_0	mb231e279g_0	mb231p2207g_1	mb231p2237Ag_1
SLC16A9	0	0	0	0	0
SLC17A1	0	0	0	0	0
SLC17A2	0	0	0	0	0
SLC17A3	0	0	0	0	0
SLC17A4	0	0	0	0	0
SLC17A5	0	0	0	0	0
SLC17A6	0	0	0	0	0
SLC17A7	1	2	0	0	2
SLC17A8	0	0	0	0	0
SLC17A9	0	0	0	0	0
SLC18A1	0	0	0	0	0
SLC18A2	0	0	0	0	0
SLC18A3	0	0	0	0	0
SLC18B1	0	0	0	0	0
SLC19A1	0	0	0	0	0
SLC19A2	0	0	0	0	0
SLC19A3	0	0	0	0	0
SLC1A1	0	0	0	0	0
SLC1A2	0	0	0	0	0
SLC1A3	0	0	0	0	0
SLC1A4	3	9	11	2	11
SLC1A5	0	0	0	0	0
SLC1A6	0	0	0	0	0
SLC1A7	0	0	0	0	0
SLC20A1	6	26	26	20	52
SLC20A2	1	0	0	0	0
SLC22A1	0	0	0	0	0
SLC22A12	0	0	0	0	0
SLC22A13	0	0	0	0	0
SLC22A14	0	0	0	0	0
SLC22A15	0	0	0	0	0
SLC22A16	0	0	0	0	0
SLC22A17	0	0	0	0	0
SLC22A18	0	0	0	0	0
SLC22A2	0	0	0	0	0
SLC22A23	15	13	16	4	28
SLC22A3	0	0	0	0	0
SLC22A4	7	3	4	0	9
SLC22A5	0	0	0	5	4
SLC22A6	0	0	0	0	0
SLC22A7	0	0	0	0	0
SLC22A8	0	0	0	0	0
SLC23A1	0	0	0	0	0
SLC23A2	9	6	6	10	24
SLC23A3	0	0	0	0	1
SLC24A1	0	0	0	0	0
SLC24A2	0	0	0	0	0
SLC24A3	0	0	0	0	0
SLC24A4	0	0	0	0	0
SLC24A5	0	0	0	0	0
SLC25A1	0	0	2	1	1
SLC25A10	0	0	0	0	0
SLC25A11	5	1	5	3	12
SLC25A12	5	4	4	1	14
SLC25A13	4	9	6	3	18
SLC25A14	0	0	0	0	1
SLC25A15	0	0	0	0	0
SLC25A16	0	0	0	0	0
SLC25A17	0	0	0	0	1
SLC25A18	0	0	0	0	0
SLC25A19	0	0	0	0	0
SLC25A2	0	0	0	0	0
SLC25A20	0	0	0	0	1
SLC25A21	0	0	0	0	0
SLC25A22	0	0	0	0	0
SLC25A23	0	0	0	1	1
SLC25A24	0	0	0	0	0
SLC25A25	0	8	4	1	3
SLC25A26	0	0	0	0	0
SLC25A27	0	0	0	0	0
SLC25A28	19	11	5	13	21
SLC25A29	0	0	0	0	0
SLC25A3	37	25	30	15	64
SLC25A30	0	0	0	0	0
SLC25A31	0	0	0	0	0
SLC25A32	0	0	0	0	1
SLC25A33	0	0	0	0	0
SLC25A34	0	0	0	0	0
SLC25A35	0	1	0	1	0
SLC25A36	4	14	3	0	11
SLC25A37	6	7	7	8	10
SLC25A38	0	0	0	0	0
SLC25A39	0	0	0	0	0
SLC25A4	107	41	76	57	164
SLC25A40	1	1	0	0	1
SLC25A41	0	0	0	0	0
SLC25A42	0	0	2	0	0
SLC25A43	0	0	0	0	0
SLC25A44	1	1	0	1	0
SLC25A45	1	1	0	0	2
SLC25A46	0	1	0	2	4
SLC25A47	0	0	0	0	0
SLC25A48	0	0	0	0	0
SLC25A5	20	16	39	39	111
SLC25A51	0	0	0	0	0
SLC25A53	0	0	0	0	0
SLC26A1	0	0	0	0	0
SLC26A10	0	0	0	0	0
SLC26A11	2	0	0	0	3
SLC26A2	0	0	0	1	1
SLC26A3	0	0	0	0	0
SLC26A4	0	0	0	0	0
SLC26A5	0	0	0	0	0
SLC26A6	0	0	0	0	0
SLC26A7	0	0	0	0	0
SLC26A8	0	0	0	0	0
SLC26A9	0	0	0	0	0
SLC27A1	12	7	11	10	20
SLC27A2	0	0	0	0	0
SLC27A3	0	0	0	0	0
SLC27A4	0	0	1	2	2
SLC27A5	0	0	0	0	0
SLC27A6	0	0	0	0	0
SLC28A1	0	0	0	0	0
SLC28A2	0	0	0	0	0
SLC28A3	0	0	0	0	0
SLC29A1	2	3	14	4	10
SLC29A2	0	0	0	0	0
SLC29A3	0	0	0	0	0
SLC29A4	0	0	0	0	0
SLC2A1	11	25	58	31	68
SLC2A10	0	0	0	0	0
SLC2A12	0	0	0	0	0
SLC2A13	0	0	0	0	0
SLC2A2	0	0	0	0	0
SLC2A3	0	0	0	0	0
SLC2A4	0	0	0	0	0
SLC2A5	0	0	0	0	0
SLC2A6	0	0	0	0	0
SLC2A7	0	0	0	0	0
SLC2A8	1	1	0	6	0
SLC2A9	0	0	0	0	0
SLC30A1	1	0	1	2	3
SLC30A10	0	0	0	0	0
SLC30A2	0	0	0	0	0
SLC30A3	0	0	0	0	0
SLC30A4	9	14	13	10	38
SLC30A5	2	0	4	2	10
SLC30A6	4	3	0	0	3
SLC30A7	2	4	3	2	4
SLC30A8	0	0	0	0	0
SLC30A9	9	12	3	9	17
SLC31A1	6	6	10	4	17
SLC31A2	0	0	0	0	0
SLC32A1	0	0	0	0	0
SLC33A1	0	0	0	0	0
SLC34A1	0	0	0	0	0
SLC34A2	0	0	0	0	0
SLC34A3	0	0	0	0	0
SLC35A1	0	0	0	0	0
SLC35A2	3	4	9	6	11
SLC35A3	0	1	1	0	3
SLC35A4	1	0	0	0	1
SLC35A5	2	1	0	0	3
SLC35B1	4	1	5	1	4
SLC35B2	8	9	5	9	17
SLC35B3	1	1	1	0	0
SLC35B4	0	1	1	0	1
SLC35C1	0	0	0	0	0
SLC35C2	0	0	0	0	0
SLC35D1	1	1	6	1	3
SLC35D2	0	0	0	0	0
SLC35D3	0	0	0	0	0
SLC35E1	0	0	0	0	2
SLC35E2	0	0	0	0	0
SLC35E3	6	5	11	1	10
SLC35E4	5	4	3	3	11
SLC35F1	0	0	0	0	0
SLC35F2	0	1	0	0	3
SLC35F3	0	0	0	0	0
SLC35F4	0	0	0	0	0
SLC35F5	6	1	2	2	4
SLC35F6	2	3	0	2	2
SLC35G1	0	0	0	0	0
SLC35G2	0	0	0	0	0
SLC35G3	0	0	0	0	0
SLC36A1	0	1	0	0	1
SLC36A2	0	0	0	0	0
SLC36A3	0	0	0	0	0
SLC36A4	0	0	1	0	0
SLC37A1	0	0	0	0	0
SLC37A2	0	0	0	0	0
SLC37A3	1	1	4	1	2
SLC37A4	0	0	0	0	0
SLC38A1	0	0	0	0	0
SLC38A10	0	0	0	0	0
SLC38A11	0	0	0	0	0
SLC38A2	12	36	46	29	110
SLC38A3	0	0	0	0	0
SLC38A4	0	0	0	0	0
SLC38A5	0	0	0	0	0
SLC38A6	0	0	0	1	2
SLC38A7	0	0	0	0	0
SLC38A8	0	0	0	0	0
SLC38A9	0	0	2	2	3
SLC39A1	7	5	2	1	6
SLC39A10	2	2	4	3	11
SLC39A11	0	0	0	0	0
SLC39A12	0	0	0	0	0
SLC39A13	1	0	1	1	4
SLC39A14	1	0	1	1	0
SLC39A2	0	0	0	0	0
SLC39A3	0	0	0	0	0
SLC39A4	0	0	0	0	0
SLC39A5	0	0	0	0	0
SLC39A6	0	0	0	0	0
SLC39A7	5	5	4	5	12
SLC39A8	0	0	0	0	0
SLC39A9	2	0	0	0	2
SLC3A1	0	0	0	0	0
SLC3A2	0	0	0	0	0
SLC40A1	0	0	0	0	0
SLC41A1	9	13	9	8	9
SLC41A2	0	2	1	1	2
SLC41A3	0	0	0	0	0
SLC43A1	0	0	0	0	0
SLC43A2	1	0	1	0	0
SLC43A3	0	0	0	0	0
SLC44A1	33	30	40	19	48
SLC44A2	0	0	1	0	0
SLC44A3	0	0	0	0	0
SLC44A4	0	0	0	0	0
SLC44A5	0	0	0	0	0
SLC45A1	0	0	0	0	0
SLC45A2	0	0	0	0	0
SLC45A3	0	0	0	0	0
SLC45A4	1	0	3	0	2
SLC46A1	0	0	1	0	0
SLC46A2	0	0	0	0	0
SLC46A3	0	0	0	0	0
SLC47A1	0	0	0	0	0
SLC47A2	0	0	0	0	0
SLC48A1	1	0	0	0	0
SLC4A1	0	0	0	0	0
SLC4A10	0	0	0	0	0
SLC4A11	0	0	0	0	0
SLC4A1AP	1	0	0	1	4
SLC4A2	7	7	7	5	6
SLC4A3	5	7	3	2	4
SLC4A4	0	0	0	0	0
SLC4A5	0	0	0	0	0
SLC4A7	5	21	13	6	15
SLC4A8	0	0	1	0	1
SLC4A9	0	0	0	0	0
SLC50A1	0	0	0	0	0
SLC51A	0	0	0	0	0
SLC51B	0	0	0	0	0
SLC52A2	0	0	0	0	0
SLC52A3	0	0	0	0	0
SLC5A1	0	0	0	0	0
SLC5A10	0	0	0	0	0
SLC5A11	0	0	0	0	0
SLC5A12	0	0	0	0	0
SLC5A2	0	0	0	0	0
SLC5A3	1	12	12	6	24
SLC5A5	0	0	0	0	0
SLC5A6	0	0	0	0	0
SLC5A7	0	0	0	0	0
SLC5A8	0	0	0	0	0
SLC5A9	0	0	0	0	0
SLC6A1	0	0	0	0	0
SLC6A11	0	0	0	0	0
SLC6A12	0	0	0	0	0
SLC6A13	0	0	0	0	0
SLC6A14	0	0	0	0	0
SLC6A15	0	0	0	0	0
SLC6A16	0	0	0	0	0
SLC6A17	0	0	0	0	0
SLC6A18	0	0	0	0	0
SLC6A19	0	0	0	0	0
SLC6A2	0	0	0	0	0
SLC6A3	0	0	0	0	0
SLC6A4	0	0	0	0	0
SLC6A5	0	0	0	0	0
SLC6A6	37	40	67	39	109
SLC6A7	0	0	0	0	0
SLC6A8	28	21	35	21	39
SLC6A9	8	9	18	13	32
SLC7A1	0	1	1	0	4
SLC7A10	0	0	0	0	0
SLC7A11	0	0	1	0	2
SLC7A13	0	0	0	0	0
SLC7A14	0	0	0	0	0
SLC7A2	0	0	0	0	0
SLC7A3	0	0	0	0	0
SLC7A4	0	0	0	0	0
SLC7A5	4	8	9	5	17
SLC7A6	1	4	8	19	31
SLC7A6OS	0	1	1	1	1
SLC7A7	0	0	0	0	0
SLC7A8	0	0	0	0	0
SLC7A9	0	0	0	0	0
SLC8A1	0	0	0	0	0
SLC8A2	0	0	0	0	0
SLC8A3	0	0	0	0	1
SLC8B1	0	0	0	0	0
SLC9A1	12	16	18	5	21
SLC9A2	0	0	0	0	0
SLC9A3	0	0	0	0	0
SLC9A3R1	3	2	7	4	11
SLC9A3R2	4	0	0	0	0
SLC9A4	0	0	0	0	0
SLC9A5	15	30	18	17	51
SLC9A6	4	6	10	5	11
SLC9A7	0	0	0	0	0
SLC9A8	2	1	3	1	2
SLC9A9	0	1	0	0	2
SLC9B1	0	0	0	0	0
SLC9B2	0	0	0	0	0
SLC9C1	0	0	0	0	0
SLCO1C1	0	0	0	0	0
SLCO2A1	0	0	0	0	0
SLCO2B1	0	0	0	0	0
SLCO3A1	9	12	12	13	33
SLCO4A1	0	0	0	0	0
SLCO4C1	0	0	0	0	0
SLCO5A1	0	0	0	0	0
SLF1	0	1	4	0	3
SLFN14	0	0	0	0	0
SLFN5	0	0	0	0	0
SLFNL1	0	0	0	0	0
SLIRP	0	0	0	0	0
SLIT1	0	0	0	0	0
SLIT2	3	3	0	0	0
SLIT3	0	0	0	0	0
SLITRK1	0	0	0	0	0
SLITRK2	0	0	0	0	0
SLITRK3	0	0	0	0	0
SLITRK4	0	0	0	0	0
SLITRK5	0	0	0	0	0
SLITRK6	0	0	0	0	0
SLK	6	11	9	4	33
SLMAP	30	32	49	29	82
SLN	0	0	0	0	0
SLPI	0	0	0	0	0
SLTM	26	30	56	39	83
SLU7	0	0	0	0	0
SLURP1	0	0	0	0	0
SLX1B	0	0	0	0	0
SLX4	0	0	0	0	0
SLX4IP	0	0	0	0	0
SMAD1	1	4	1	0	0
SMAD2	2	7	7	4	19
SMAD3	15	8	7	6	10
SMAD4	43	42	48	33	78
SMAD5	2	0	9	4	10
SMAD6	7	0	1	0	2
SMAD7	15	25	35	5	13
SMAD9	0	0	0	0	0
SMAGP	0	0	0	0	0
SMAP1	28	27	30	26	55
SMAP2	20	23	21	3	29
SMARCA1	0	0	0	0	0
SMARCA2	14	9	14	9	33
SMARCA4	20	14	32	9	58
SMARCA5	32	32	31	25	73
SMARCAD1	2	3	3	2	2
SMARCAL1	0	0	0	0	0
SMARCB1	12	6	9	5	35
SMARCC1	5	3	8	2	9
SMARCC2	89	67	85	51	92
SMARCD1	5	7	11	5	16
SMARCD2	19	21	13	18	44
SMARCD3	35	24	20	12	26
SMARCE1	104	65	106	60	182
SMC1A	52	59	75	24	170
SMC1B	0	0	0	0	0
SMC2	3	4	5	4	12
SMC3	21	16	30	21	74
SMC4	16	14	23	12	31
SMC5	2	3	2	2	3
SMC6	8	13	21	11	36
SMCHD1	2	7	5	2	7
SMCO1	0	0	0	0	0
SMCO2	0	0	0	0	0
SMCO3	0	0	0	0	0
SMCO4	1	0	0	1	0
SMCP	0	0	0	0	0
SMCR8	1	3	6	1	14
SMDT1	5	5	3	0	5
SMG1	20	47	67	72	170
SMG5	6	13	24	8	23
SMG6	25	11	16	13	28
SMG7	33	64	82	43	145
SMG8	4	7	9	2	15
SMG9	0	0	0	0	2
SMIM1	0	0	0	0	0
SMIM10L1	0	0	0	0	0
SMIM10L2A	0	0	0	0	0
SMIM12	1	2	0	0	1
SMIM13	1	0	1	1	3
SMIM14	0	0	0	0	0
SMIM15	0	0	0	0	0
SMIM17	0	0	0	0	0
SMIM18	0	0	0	0	0
SMIM19	1	2	1	0	2
SMIM20	0	0	0	0	0
SMIM22	0	0	0	0	0
SMIM23	0	0	0	0	0
SMIM24	0	0	0	0	0
SMIM3	0	0	0	0	0
SMIM4	0	1	1	0	2
SMIM5	0	0	0	0	0
SMIM6	0	0	0	0	0
SMIM7	0	0	0	0	0
SMIM8	0	0	0	0	0
SMIM9	0	0	0	0	0
SMLR1	0	0	0	0	0
SMN1	0	0	0	0	0
SMNDC1	3	4	3	4	10
SMO	23	21	31	19	48
SMOC1	0	0	0	0	1
SMOC2	0	0	0	0	0
SMOX	4	5	15	2	11
SMPD1	10	3	3	1	15
SMPD2	2	0	0	0	1
SMPD3	0	0	0	0	0
SMPD4	0	0	0	0	0
SMPDL3A	0	0	0	0	0
SMPDL3B	0	0	0	0	0
SMPX	0	0	0	0	0
SMR3A	0	0	0	0	0
SMS	9	6	4	2	13
SMTN	18	45	44	36	127
SMTNL1	0	0	0	0	0
SMTNL2	0	0	0	0	0
SMU1	7	1	6	1	6
SMUG1	0	0	0	0	1
SMURF1	2	1	2	1	8
SMURF2	7	15	14	8	16
SMYD1	0	0	0	0	0
SMYD2	3	6	8	3	10
SMYD3	0	0	0	0	1
SMYD4	0	0	1	1	0
SMYD5	0	0	1	1	10
SNAI1	0	0	0	0	0
SNAI2	0	1	0	0	2
SNAI3	0	0	0	0	0
SNAP23	6	3	3	4	12
SNAP25	0	0	0	0	0
SNAP29	0	0	0	0	0
SNAP47	0	0	0	0	0
SNAP91	0	0	0	0	0
SNAPC1	0	0	0	0	0
SNAPC2	0	0	0	0	0
SNAPC3	0	0	0	0	0
SNAPC4	0	0	0	0	0
SNAPC5	0	0	0	0	0
SNAPIN	0	0	0	0	0
SNCA	0	0	0	0	0
SNCAIP	0	0	0	0	0
SNCB	0	0	0	0	0
SNCG	0	0	0	0	0
SND1	47	40	44	36	87
SNED1	2	0	0	0	1
SNF8	0	0	0	0	0
SNIP1	0	0	0	0	0
SNN	3	3	4	2	6
SNPH	0	0	0	0	0
SNRK	6	2	1	2	3
SNRNP200	29	26	33	14	71
SNRNP25	3	1	0	0	1
SNRNP27	6	5	4	5	10
SNRNP35	0	0	0	0	0
SNRNP40	4	5	2	2	5
SNRNP48	0	2	4	0	0
SNRNP70	16	28	11	20	37
SNRPA	5	3	6	4	9
SNRPA1	12	30	30	28	84
SNRPB	33	32	56	26	70
SNRPB2	0	0	0	0	0
SNRPC	11	7	10	4	16
SNRPD1	7	16	20	5	40
SNRPD2	4	4	0	0	14
SNRPD3	14	18	28	25	61
SNRPE	45	32	54	24	100
SNRPF	0	0	0	0	0
SNRPG	0	0	0	0	0
SNRPN	0	0	0	0	0
SNTA1	1	0	0	0	1
SNTB1	0	0	0	0	0
SNTB2	6	7	29	17	36
SNTG1	0	0	0	0	0
SNTG2	0	0	0	0	0
SNTN	0	0	0	0	0
SNUPN	1	1	4	1	3
SNURF	0	0	0	0	0
SNW1	30	26	36	20	60
SNX1	17	7	13	10	27
SNX10	2	0	0	0	2
SNX11	0	0	0	0	0
SNX12	18	14	25	12	38
SNX13	15	24	18	13	40
SNX14	7	8	4	6	8
SNX15	0	0	0	0	0
SNX16	0	0	0	1	0
SNX17	51	47	51	24	68
SNX18	2	5	7	2	10
SNX19	0	0	1	0	3
SNX2	48	41	48	46	97
SNX20	0	1	0	0	0
SNX21	1	0	1	2	1
SNX22	0	0	0	0	0
SNX24	0	0	0	0	0
SNX25	0	0	1	0	1
SNX27	27	45	35	31	71
SNX29	1	0	1	0	0
SNX3	0	0	0	0	1
SNX30	0	1	1	1	2
SNX31	0	0	0	0	0
SNX32	0	0	0	0	0
SNX33	1	1	1	0	0
SNX4	10	5	15	3	27
SNX5	18	12	13	11	33
SNX6	11	5	3	3	12
SNX7	1	1	2	0	4
SNX8	0	0	0	0	0
SNX9	22	19	29	15	53
SOAT1	4	1	4	2	9
SOAT2	0	0	0	0	0
SOBP	0	0	0	0	0
SOCS1	0	1	1	0	1
SOCS2	1	0	1	0	2
SOCS3	9	12	15	2	13
SOCS4	0	0	0	0	4
SOCS5	0	0	0	0	0
SOCS6	0	0	2	1	2
SOCS7	2	6	3	2	13
SOD1	1	0	0	0	0
SOD2	5	10	12	2	12
SOD3	0	0	0	0	0
SOGA1	1	3	1	1	7
SOGA3	0	0	0	0	0
SOHLH1	0	0	0	0	0
SOHLH2	0	0	0	0	0
SON	147	199	246	191	538
SORBS1	1	1	1	2	3
SORBS2	0	0	0	0	0
SORBS3	0	0	0	0	0
SORCS1	0	0	0	0	0
SORCS2	0	0	0	0	0
SORCS3	0	0	0	0	0
SORD	0	0	0	0	0
SORL1	0	0	0	0	0
SORT1	0	0	0	0	0
SOS1	9	9	13	8	32
SOS2	4	2	2	7	16
SOST	0	0	0	0	0
SOSTDC1	0	0	0	0	0
SOWAHA	0	0	0	0	0
SOWAHB	0	0	0	0	0
SOWAHC	0	0	0	0	0
SOWAHD	0	0	0	0	0
SOX1	0	0	0	0	0
SOX10	0	0	0	0	0
SOX11	0	0	0	0	0
SOX12	4	3	5	2	19
SOX13	0	0	0	0	0
SOX14	0	0	0	0	0
SOX15	0	0	0	0	0
SOX17	0	0	0	0	0
SOX18	0	0	0	0	0
SOX2	0	0	0	0	0
SOX21	0	0	0	0	0
SOX3	0	0	0	0	0
SOX30	0	0	0	0	0
SOX4	36	36	38	5	18
SOX5	0	0	0	0	0
SOX6	0	0	0	0	0
SOX7	0	0	0	0	0
SOX8	0	0	0	0	0
SOX9	5	3	16	0	12
SP1	4	24	37	16	73
SP100	1	0	1	2	3
SP110	0	0	0	0	0
SP140	0	0	0	0	0
SP2	3	1	2	4	6
SP3	103	87	116	91	218
SP4	7	7	8	2	10
SP5	0	0	0	0	0
SP6	0	0	0	0	0
SP7	0	0	0	0	0
SP8	0	0	0	0	0
SP9	0	0	0	0	0
SPA17	0	0	0	0	0
SPACA1	0	0	0	0	0
SPACA3	0	0	0	0	0
SPACA4	0	0	0	0	0
SPACA5	0	0	0	0	0
SPACA6	0	0	0	0	0
SPACA7	0	0	0	0	0
SPACA9	0	0	0	0	0
SPAG1	0	0	0	0	0
SPAG11A	0	0	0	0	0
SPAG11B	0	0	0	0	0
SPAG16	0	0	0	0	0
SPAG17	0	0	0	0	0
SPAG4	0	0	0	0	0
SPAG5	0	0	0	0	0
SPAG6	0	0	0	0	0
SPAG7	15	12	15	14	55
SPAG8	0	0	0	0	0
SPAG9	27	61	37	27	95
SPAM1	0	0	0	0	0
SPANXN4	0	0	0	0	0
SPARC	258	192	120	62	273
SPARCL1	0	0	0	0	0
SPAST	4	0	1	0	8
SPATA13	0	2	9	3	5
SPATA16	0	0	0	0	0
SPATA17	0	0	0	0	0
SPATA18	0	0	0	0	0
SPATA19	0	0	0	0	0
SPATA2	0	0	0	0	0
SPATA20	0	0	0	0	0
SPATA21	0	0	0	0	0
SPATA22	0	0	0	0	0
SPATA24	1	2	1	1	3
SPATA25	0	0	0	0	0
SPATA2L	0	0	0	0	0
SPATA3	0	0	0	0	0
SPATA32	0	0	0	0	0
SPATA33	0	0	0	0	0
SPATA4	0	0	0	0	0
SPATA45	0	0	0	0	0
SPATA5	2	2	4	0	6
SPATA6	8	5	6	1	11
SPATA7	0	0	0	0	0
SPATA9	0	0	0	0	0
SPATC1	0	0	0	0	0
SPATC1L	0	0	0	0	0
SPATS1	0	0	0	0	0
SPATS2	0	0	0	0	0
SPATS2L	0	0	0	0	0
SPC24	0	0	0	0	0
SPC25	0	0	0	0	0
SPCS1	4	4	3	0	6
SPCS2	2	4	4	0	20
SPCS3	4	26	30	15	55
SPDEF	0	0	0	0	0
SPDL1	0	0	0	0	0
SPDYA	0	0	0	0	0
SPECC1	0	1	0	0	1
SPECC1L	0	1	4	0	9
SPEF1	0	0	0	0	1
SPEF2	0	0	0	0	0
SPEG	10	4	9	7	20
SPEM1	0	0	0	0	0
SPEN	5	5	7	5	9
SPERT	0	0	0	0	0
SPESP1	0	0	0	0	0
SPG11	0	1	1	0	2
SPG20	0	0	0	0	0
SPG21	0	0	5	2	3
SPG7	3	2	2	2	2
SPHK1	0	0	0	0	0
SPHK2	0	0	1	0	2
SPHKAP	0	0	0	0	0
SPI1	0	0	0	0	0
SPIB	0	0	0	0	0
SPIC	0	0	0	0	0
SPICE1	0	0	0	0	0
SPIDR	0	0	1	0	0
SPIN1	7	3	13	6	16
SPIN4	0	0	0	0	0
SPINK1	0	0	0	0	0
SPINK13	0	0	0	0	0
SPINK14	0	0	0	0	0
SPINK2	0	0	0	0	0
SPINK4	0	0	0	0	0
SPINK5	0	0	0	0	0
SPINK6	0	0	0	0	0
SPINK7	0	0	0	0	0
SPINK8	0	0	0	0	0
SPINT1	0	0	0	0	0
SPINT2	0	0	0	0	0
SPINT3	0	0	0	0	0
SPINT4	0	0	0	0	0
SPIRE1	1	1	2	2	7
SPIRE2	0	0	0	0	0
SPN	0	0	0	0	0
SPNS1	2	0	7	0	1
SPNS2	2	1	0	0	1
SPNS3	0	0	0	0	0
SPO11	0	0	0	0	0
SPOCD1	0	0	0	0	0
SPOCK1	0	0	0	0	0
SPOCK2	0	0	0	0	0
SPOCK3	0	0	0	0	0
SPON1	0	0	0	0	0
SPON2	0	0	0	0	0
SPOP	14	21	19	12	29
SPOPL	4	1	1	0	7
SPOUT1	0	3	3	4	3
SPP1	0	0	0	0	0
SPP2	0	0	0	0	0
SPPL2A	0	0	0	0	0
SPPL2B	0	0	0	0	0
SPPL2C	0	0	0	0	0
SPPL3	3	3	2	2	7
SPR	0	0	0	0	0
SPRED1	29	28	32	28	104
SPRED2	16	17	32	22	72
SPRED3	5	15	4	9	15
SPRN	0	0	0	0	0
SPRR1A	0	0	0	0	0
SPRR1B	0	0	0	0	0
SPRR2B	0	0	0	0	0
SPRR2D	0	0	0	0	0
SPRR2E	0	0	0	0	0
SPRR2F	0	0	0	0	0
SPRR3	0	0	0	0	0
SPRR4	0	0	0	0	0
SPRTN	0	0	0	0	1
SPRY1	0	0	0	0	0
SPRY2	22	15	12	9	39
SPRY4	0	0	0	1	0
SPRYD3	11	15	19	11	34
SPRYD4	0	0	1	1	1
SPRYD7	0	0	0	0	0
SPSB1	0	0	2	0	1
SPSB2	0	0	0	0	0
SPSB3	0	0	0	2	1
SPSB4	1	1	0	0	0
SPTA1	0	0	0	0	0
SPTAN1	98	64	73	39	125
SPTB	0	0	0	0	0
SPTBN1	95	137	98	55	243
SPTBN2	1	1	0	0	0
SPTBN4	0	0	1	0	1
SPTBN5	0	0	0	0	0
SPTLC1	0	0	0	0	0
SPTLC2	13	8	11	10	19
SPTLC3	0	0	0	0	0
SPTSSA	10	10	16	11	30
SPTSSB	0	0	0	0	0
SPTY2D1	1	0	0	0	1
SPX	0	0	0	0	0
SPZ1	0	0	0	0	0
SQLE	0	2	4	2	8
SQRDL	0	0	0	0	0
SQSTM1	8	12	10	13	27
SRA1	4	4	6	6	22
SRBD1	0	0	1	2	5
SRC	5	7	8	6	23
SRCAP	15	19	18	17	40
SRCIN1	0	0	0	0	0
SRD5A1	0	0	0	0	0
SRD5A2	0	0	0	0	0
SRD5A3	0	0	0	0	0
SREBF1	6	7	12	7	11
SREBF2	14	16	19	12	37
SREK1	11	17	23	10	27
SREK1IP1	0	0	0	0	0
SRF	59	68	115	48	176
SRFBP1	0	0	0	0	0
SRGAP1	0	0	0	0	0
SRGAP2	16	26	21	12	51
SRGAP3	10	7	17	6	25
SRGN	0	0	0	0	0
SRI	0	0	0	0	0
SRL	0	0	0	0	1
SRM	1	7	4	0	7
SRMS	0	0	0	0	0
SRP14	0	0	0	0	0
SRP19	0	0	0	0	0
SRP68	8	8	12	4	18
SRP72	4	8	11	2	18
SRP9	0	0	0	0	0
SRPK1	19	42	33	20	39
SRPK2	43	44	50	44	92
SRPK3	0	0	0	0	0
SRPRB	0	0	0	0	0
SRPX	0	0	0	0	0
SRPX2	0	0	0	0	0
SRR	8	9	7	5	24
SRRD	0	0	0	0	0
SRRM1	43	72	53	26	99
SRRM2	67	112	77	81	167
SRRM3	0	0	0	0	0
SRRM4	1	1	0	3	5
SRRT	19	29	46	24	49
SRSF1	211	324	414	279	527
SRSF10	49	68	89	40	136
SRSF11	59	96	62	45	94
SRSF12	0	0	0	0	0
SRSF2	174	199	237	146	424
SRSF3	41	63	42	35	97
SRSF4	7	7	6	2	19
SRSF5	251	231	229	177	536
SRSF6	47	59	56	46	123
SRSF7	62	53	75	49	82
SRSF9	25	38	35	28	87
SRXN1	0	0	0	0	0
SRY	0	0	0	0	0
SS18	20	23	31	13	45
SS18L1	1	0	0	0	0
SSB	0	0	1	0	0
SSBP1	0	0	0	0	4
SSBP2	30	9	18	20	45
SSBP3	54	47	39	34	70
SSBP4	3	0	3	1	3
SSC4D	0	0	0	0	0
SSC5D	0	0	0	0	0
SSFA2	0	2	5	3	6
SSH1	0	0	0	0	2
SSH2	2	1	2	1	3
SSH3	1	0	0	0	1
SSMEM1	0	0	0	0	0
SSNA1	0	0	0	0	0
SSPN	0	0	0	0	0
SSPO	0	0	0	0	0
SSR1	9	13	12	4	20
SSR2	2	3	6	0	5
SSR3	14	25	24	8	30
SSR4	0	0	0	0	0
SSRP1	10	10	16	11	33
SSSCA1	0	0	0	0	0
SST	0	0	0	0	0
SSTR1	0	0	0	0	0
SSTR2	0	0	0	1	0
SSTR3	0	0	0	0	0
SSTR4	0	0	0	0	0
SSTR5	0	0	0	0	0
SSU72	1	1	0	0	1
SSX2IP	0	2	1	0	2
ST13	42	27	31	36	104
ST14	0	0	0	0	0
ST18	0	0	0	0	0
ST3GAL1	0	2	1	1	2
ST3GAL2	5	4	5	0	10
ST3GAL3	4	4	3	2	6
ST3GAL4	0	0	0	0	0
ST3GAL5	2	0	0	0	0
ST3GAL6	0	0	0	0	0
ST5	8	9	13	5	18
ST6GAL1	0	0	0	0	0
ST6GAL2	0	0	0	0	0
ST6GALNAC1	0	0	0	0	0
ST6GALNAC2	0	0	0	0	0
ST6GALNAC3	0	0	0	0	0
ST6GALNAC4	1	0	1	0	1
ST6GALNAC5	0	0	0	0	0
ST6GALNAC6	13	4	4	2	6
ST7	3	3	8	6	8
ST7L	2	9	4	3	7
ST8SIA1	0	0	0	0	0
ST8SIA2	0	0	0	0	0
ST8SIA3	0	0	0	0	0
ST8SIA4	0	0	0	0	0
ST8SIA5	0	0	0	0	0
ST8SIA6	0	0	0	0	0
STAB1	1	0	0	0	0
STAB2	0	0	0	0	0
